Generation,Phenotype,Optimum
349,118.308658,117.237
350,118.418103,117.237
351,118.133004,117.237
352,118.426594,117.237
353,118.026878,117.237
354,118.270670,117.237
355,118.461809,117.237
356,118.141685,117.237
357,118.288504,117.237
358,118.419815,117.237
359,118.404528,117.237
360,118.344560,117.237
361,118.422169,117.237
362,118.221754,117.237
363,118.118615,117.237
364,118.522886,117.237
365,118.514458,117.237
366,118.290406,117.237
367,117.924567,117.237
368,118.425130,117.237
369,118.077946,117.237
370,117.672992,117.237
371,118.013724,117.237
372,117.973331,117.237
373,117.947311,117.237
374,117.846102,117.237
375,118.083838,117.237
376,117.759641,117.237
377,118.012770,117.237
378,117.688573,117.237
379,118.130237,117.237
380,117.858183,117.237
381,117.902919,117.237
382,117.686664,117.237
383,117.785547,117.237
384,117.952653,117.237
385,117.814693,117.237
386,117.970297,117.237
387,117.935909,117.237
388,117.760668,117.237
389,118.053996,117.237
390,117.779325,117.237
391,117.918819,117.237
392,117.907218,117.237
393,117.883473,117.237
394,118.078417,117.237
395,117.647029,117.237
396,117.703340,117.237
397,117.559649,117.237
398,117.585564,117.237
399,117.700093,117.237
400,117.362503,117.237
401,117.528073,117.237
402,117.369979,117.237
403,117.389289,117.237
404,117.312679,117.237
405,117.424482,117.237
406,117.465509,117.237
407,117.527948,117.237
408,117.689581,117.237
409,117.909555,117.237
410,117.647472,117.237
411,117.771357,117.237
412,117.652264,117.237
413,117.683237,117.237
414,117.860872,117.237
415,117.981238,117.237
416,118.024534,117.237
417,117.813300,117.237
418,117.932982,117.237
419,117.715593,117.237
420,117.837205,117.237
421,117.693878,117.237
422,117.676611,117.237
423,117.628101,117.237
424,117.655985,117.237
425,117.789840,117.237
426,117.348912,117.237
427,117.218699,117.237
428,117.840401,117.237
429,117.398580,117.237
430,117.171559,117.237
431,117.284440,117.237
432,117.503943,117.237
433,116.897051,117.237
434,117.376443,117.237
435,117.176774,117.237
436,117.375373,117.237
437,116.888336,117.237
438,116.853580,117.237
439,117.331269,117.237
440,117.272517,117.237
441,117.175897,117.237
442,117.281622,117.237
443,117.245690,117.237
444,116.952430,117.237
445,117.118326,117.237
446,116.841903,117.237
447,116.714093,117.237
448,116.772166,117.237
449,116.781414,117.237
450,116.837436,117.237
451,117.107935,117.237
452,116.907103,117.237
453,117.131104,117.237
454,117.184243,117.237
455,116.942840,117.237
456,116.758868,117.237
457,117.102262,117.237
458,117.144133,117.237
459,117.028104,117.237
460,117.078878,117.237
461,117.107780,117.237
462,116.944366,117.237
463,117.150191,117.237
464,117.353115,117.237
465,117.174713,117.237
466,117.218111,117.237
467,117.139069,117.237
468,117.178956,117.237
469,117.168572,117.237
470,116.883433,117.237
471,117.391387,117.237
472,117.114576,117.237
473,117.156070,117.237
474,117.456527,117.237
475,117.444962,117.237
476,117.617002,117.237
477,117.385733,117.237
478,117.223676,117.237
479,117.422698,117.237
480,117.190171,117.237
481,117.386556,117.237
482,117.359927,117.237
483,117.341973,117.237
484,117.548831,117.237
485,117.570420,117.237
486,117.633819,117.237
487,117.609727,117.237
488,117.426685,117.237
489,117.542173,117.237
490,117.368248,117.237
491,117.423743,117.237
492,117.433159,117.237
493,117.203991,117.237
494,117.355995,117.237
495,117.546488,117.237
496,117.361653,117.237
497,117.494629,117.237
498,117.204845,117.237
499,117.221146,117.237
500,117.406045,117.237
501,117.958147,117.237
502,117.784999,117.237
503,117.489895,117.237
504,118.849646,117.237
505,118.178643,117.237
506,117.770699,117.237
507,117.686075,117.237
508,118.923417,117.237
509,119.492847,117.237
510,118.614509,117.237
511,118.927102,117.237
512,118.851294,117.237
513,119.182664,117.237
514,118.986083,117.237
515,119.969870,117.237
516,119.467742,117.237
517,119.037753,117.237
518,118.542816,117.237
519,117.754899,117.237
520,118.961056,117.237
521,118.690413,117.237
522,118.232149,117.237
523,118.942530,117.237
524,117.069676,117.237
525,117.441456,117.237
526,117.431828,117.237
527,117.517859,117.237
528,117.759545,117.237
529,117.562539,117.237
530,117.537341,117.237
531,117.504684,117.237
532,117.105519,117.237
533,117.462090,117.237
534,117.375491,117.237
535,117.133954,117.237
536,117.146949,117.237
537,117.350781,117.237
538,117.322457,117.237
539,116.965374,117.237
540,117.126006,117.237
541,116.808017,117.237
542,116.928141,117.237
543,116.898911,117.237
544,117.118987,117.237
545,116.490666,117.237
546,116.757568,117.237
547,117.211622,117.237
548,117.165743,117.237
549,117.177390,117.237
550,116.512917,117.237
551,116.957087,117.237
552,117.298580,117.237
553,117.021270,117.237
554,117.114312,117.237
555,117.213727,117.237
556,117.332598,117.237
557,117.486244,117.237
558,117.147222,117.237
559,117.192725,117.237
560,117.360762,117.237
561,116.942483,117.237
562,116.881307,117.237
563,116.634636,117.237
564,116.903860,117.237
565,116.780669,117.237
566,116.671139,117.237
567,116.808365,117.237
568,116.730197,117.237
569,117.070745,117.237
570,116.904318,117.237
571,116.871683,117.237
572,117.117839,117.237
573,117.081274,117.237
574,116.321362,117.237
575,116.231019,117.237
576,116.730900,117.237
577,116.522004,117.237
578,116.501122,117.237
579,116.559955,117.237
580,116.608374,117.237
581,116.854525,117.237
582,116.680144,117.237
583,116.725476,117.237
584,116.827558,117.237
585,116.837991,117.237
586,116.756795,117.237
587,116.651866,117.237
588,116.882139,117.237
589,116.751795,117.237
590,116.764393,117.237
591,116.542393,117.237
592,116.852039,117.237
593,116.663104,117.237
594,116.899711,117.237
595,116.775578,117.237
596,116.679254,117.237
597,116.799611,117.237
598,116.808647,117.237
599,116.936383,117.237
600,116.874410,117.237
601,116.975623,117.237
602,116.941571,117.237
603,116.979746,117.237
604,116.995405,117.237
605,116.816430,117.237
606,117.047357,117.237
607,117.016424,117.237
608,116.970899,117.237
609,116.832772,117.237
610,116.855664,117.237
611,116.899134,117.237
612,117.075622,117.237
613,117.063399,117.237
614,117.029260,117.237
615,116.983516,117.237
616,117.143450,117.237
617,116.907850,117.237
618,116.972031,117.237
619,117.088543,117.237
620,117.052073,117.237
621,117.183673,117.237
622,117.280243,117.237
623,117.067171,117.237
624,117.107837,117.237
625,117.083316,117.237
626,117.126557,117.237
627,117.164088,117.237
628,117.181572,117.237
629,117.102301,117.237
630,117.113676,117.237
631,117.148867,117.237
632,117.115964,117.237
633,117.127312,117.237
634,117.120173,117.237
635,117.071051,117.237
636,117.212593,117.237
637,117.153361,117.237
638,117.060917,117.237
639,117.017352,117.237
640,117.108807,117.237
641,117.082568,117.237
642,117.004585,117.237
643,116.962159,117.237
644,116.862582,117.237
645,116.817453,117.237
646,117.134179,117.237
647,117.156136,117.237
648,117.048792,117.237
649,117.157883,117.237
650,116.904981,117.237
651,117.080284,117.237
652,116.973878,117.237
653,116.901723,117.237
654,116.925536,117.237
655,117.256226,117.237
656,117.107912,117.237
657,117.296554,117.237
658,117.061576,117.237
659,117.303968,117.237
660,117.283353,117.237
661,117.079070,117.237
662,117.359295,117.237
663,117.100877,117.237
664,117.575580,117.237
665,117.255944,117.237
666,117.313675,117.237
667,117.360810,117.237
668,117.542527,117.237
669,117.364869,117.237
670,117.691333,117.237
671,117.405265,117.237
672,117.580350,117.237
673,117.410962,117.237
674,117.408303,117.237
675,117.226795,117.237
676,117.505439,117.237
677,118.214761,117.237
678,117.705161,117.237
679,117.508879,117.237
680,118.078660,117.237
681,117.657528,117.237
682,117.562959,117.237
683,117.428156,117.237
684,117.449913,117.237
685,117.522769,117.237
686,117.489251,117.237
687,117.495542,117.237
688,117.643636,117.237
689,118.074329,117.237
690,117.596730,117.237
691,117.730472,117.237
692,117.686495,117.237
693,117.879322,117.237
694,117.373004,117.237
695,117.396389,117.237
696,117.646650,117.237
697,117.301507,117.237
698,117.380645,117.237
699,117.103964,117.237
700,117.423551,117.237
701,117.078977,117.237
702,117.410130,117.237
703,117.332692,117.237
704,117.270243,117.237
705,117.353890,117.237
706,117.599440,117.237
707,117.027706,117.237
708,116.887396,117.237
709,117.138524,117.237
710,117.190339,117.237
711,117.317347,117.237
712,117.042879,117.237
713,117.417116,117.237
714,117.296172,117.237
715,117.563095,117.237
716,117.096476,117.237
717,117.741077,117.237
718,117.456120,117.237
719,117.391307,117.237
720,117.297968,117.237
721,117.590178,117.237
722,118.007075,117.237
723,117.518845,117.237
724,117.736291,117.237
725,117.664299,117.237
726,117.256478,117.237
727,117.174991,117.237
728,117.629995,117.237
729,117.905552,117.237
730,117.421591,117.237
731,117.540075,117.237
732,117.509400,117.237
733,117.557672,117.237
734,117.588608,117.237
735,117.558229,117.237
736,117.614622,117.237
737,117.625253,117.237
738,117.459133,117.237
739,117.537192,117.237
740,117.667259,117.237
741,117.523368,117.237
742,117.268296,117.237
743,117.718604,117.237
744,117.686833,117.237
745,117.556257,117.237
746,117.341478,117.237
747,117.596850,117.237
748,117.364051,117.237
749,117.625993,117.237
750,117.720610,117.237
751,117.711715,117.237
752,117.456262,117.237
753,117.459700,117.237
754,117.487899,117.237
755,117.291490,117.237
756,117.418842,117.237
757,117.261756,117.237
758,117.278329,117.237
759,117.414003,117.237
760,117.483445,117.237
761,117.406552,117.237
762,117.597272,117.237
763,117.565164,117.237
764,117.930228,117.237
765,117.473352,117.237
766,117.717619,117.237
767,117.457488,117.237
768,117.371544,117.237
769,117.497127,117.237
770,117.518272,117.237
771,117.750546,117.237
772,117.646371,117.237
773,117.705646,117.237
774,117.578469,117.237
775,117.645101,117.237
776,117.428267,117.237
777,117.337913,117.237
778,117.544490,117.237
779,117.356466,117.237
780,117.441951,117.237
781,117.203873,117.237
782,117.630437,117.237
783,117.408029,117.237
784,118.013742,117.237
785,118.210030,117.237
786,117.488925,117.237
787,117.851735,117.237
788,117.551287,117.237
789,117.499994,117.237
790,117.743470,117.237
791,117.876292,117.237
792,117.806627,117.237
793,117.733910,117.237
794,117.584221,117.237
795,117.493550,117.237
796,117.439626,117.237
797,117.828928,117.237
798,118.504223,117.237
799,117.962005,117.237
800,117.887963,117.237
801,117.780492,117.237
802,117.802463,117.237
803,117.887242,117.237
804,117.647000,117.237
805,117.856252,117.237
806,117.915756,117.237
807,117.950350,117.237
808,117.975151,117.237
809,118.045323,117.237
810,118.037401,117.237
811,118.002898,117.237
812,117.921767,117.237
813,117.781245,117.237
814,117.963665,117.237
815,117.736958,117.237
816,117.989791,117.237
817,118.037699,117.237
818,118.046794,117.237
819,117.739849,117.237
820,117.647564,117.237
821,117.957623,117.237
822,117.418920,117.237
823,117.570975,117.237
824,117.766137,117.237
825,117.636527,117.237
826,117.866659,117.237
827,117.551786,117.237
828,118.050388,117.237
829,117.813424,117.237
830,117.479143,117.237
831,117.682043,117.237
832,117.707327,117.237
833,117.672134,117.237
834,117.764222,117.237
835,117.728378,117.237
836,117.696623,117.237
837,117.666212,117.237
838,117.659301,117.237
839,117.866453,117.237
840,117.983744,117.237
841,118.070001,117.237
842,118.021096,117.237
843,118.052001,117.237
844,117.901321,117.237
845,117.662093,117.237
846,117.757924,117.237
847,117.764737,117.237
848,117.895600,117.237
849,117.994461,117.237
850,117.990859,117.237
851,117.716627,117.237
852,117.865307,117.237
853,117.721240,117.237
854,117.604910,117.237
855,117.685308,117.237
856,117.404023,117.237
857,117.444917,117.237
858,117.431438,117.237
859,117.459965,117.237
860,117.553881,117.237
861,117.665503,117.237
862,117.755930,117.237
863,118.054867,117.237
864,117.845651,117.237
865,117.805990,117.237
866,117.947713,117.237
867,117.832085,117.237
868,117.757555,117.237
869,117.718949,117.237
870,117.972483,117.237
871,117.687820,117.237
872,118.025277,117.237
873,117.678539,117.237
874,117.719645,117.237
875,117.504705,117.237
876,117.480205,117.237
877,117.487027,117.237
878,117.543820,117.237
879,117.718284,117.237
880,117.850022,117.237
881,117.756344,117.237
882,117.801810,117.237
883,117.470300,117.237
884,117.434040,117.237
885,117.916744,117.237
886,117.674170,117.237
887,118.075357,117.237
888,117.513226,117.237
889,117.622226,117.237
890,117.768956,117.237
891,118.010310,117.237
892,117.847713,117.237
893,117.509272,117.237
894,117.812243,117.237
895,117.945568,117.237
896,118.268679,117.237
897,117.558594,117.237
898,118.264849,117.237
899,117.471582,117.237
900,117.962794,117.237
901,117.782378,117.237
902,117.557298,117.237
903,117.858538,117.237
904,117.874600,117.237
905,117.686767,117.237
906,117.571857,117.237
907,117.673804,117.237
908,117.633530,117.237
909,117.812619,117.237
910,117.653053,117.237
911,117.990594,117.237
912,117.883367,117.237
913,117.445882,117.237
914,117.899622,117.237
915,117.620611,117.237
916,117.734223,117.237
917,117.797923,117.237
918,117.798573,117.237
919,117.894530,117.237
920,117.691357,117.237
921,117.454652,117.237
922,117.697841,117.237
923,117.449694,117.237
924,117.404208,117.237
925,117.436516,117.237
926,117.524550,117.237
927,117.564127,117.237
928,117.528192,117.237
929,117.623420,117.237
930,117.680394,117.237
931,117.520649,117.237
932,117.753595,117.237
933,117.415497,117.237
934,117.561659,117.237
935,117.522668,117.237
936,117.310608,117.237
937,117.168339,117.237
938,117.253235,117.237
939,117.392795,117.237
940,117.520923,117.237
941,117.636465,117.237
942,117.387377,117.237
943,117.572919,117.237
944,117.262120,117.237
945,117.454031,117.237
946,117.201737,117.237
947,117.528083,117.237
948,117.346373,117.237
949,117.252502,117.237
950,117.206583,117.237
951,117.175507,117.237
952,117.117477,117.237
953,116.959394,117.237
954,117.123860,117.237
955,116.987285,117.237
956,116.834249,117.237
957,116.922505,117.237
958,117.120342,117.237
959,117.045783,117.237
960,117.113092,117.237
961,117.064212,117.237
962,117.096393,117.237
963,117.064378,117.237
964,116.977909,117.237
965,117.045329,117.237
966,116.883868,117.237
967,116.909924,117.237
968,116.898915,117.237
969,116.979802,117.237
970,116.946544,117.237
971,117.039925,117.237
972,116.652821,117.237
973,116.802932,117.237
974,116.895296,117.237
975,116.851378,117.237
976,116.752251,117.237
977,116.900076,117.237
978,116.741708,117.237
979,116.671815,117.237
980,116.757306,117.237
981,116.441360,117.237
982,116.487105,117.237
983,116.596279,117.237
984,116.700208,117.237
985,116.622039,117.237
986,116.778849,117.237
987,116.681505,117.237
988,116.786323,117.237
989,116.751171,117.237
990,116.761957,117.237
991,116.746052,117.237
992,116.897989,117.237
993,116.639397,117.237
994,116.815517,117.237
995,116.699810,117.237
996,116.615642,117.237
997,116.765489,117.237
998,116.735802,117.237
999,116.722316,117.237
1000,116.724096,117.237
